days_cash_on_hand,current_ratio,burn_rate_monthly_rm,purchase_amount,purchase_to_burn,is_digitalisation,is_agri,monthly_net_cash,label
72.38499535539314,1.3016074945900855,11201.962543717547,33316.82867216342,2.974195685991529,0.0,0.0,2146.1656319166004,0
46.80520650677868,1.902724485427587,11893.143833018397,10080.06881451668,0.8475529225949359,0.0,1.0,21564.001089649115,0
38.780380751563825,1.18699458625041,9145.169869569034,4238.784587347012,0.4634998198832544,0.0,0.0,-35122.94581282582,0
35.31993647656596,0.9955091078829518,9481.74515415168,7747.965367760084,0.8171454981963481,0.0,0.0,-27307.59253338229,0
106.2977069122544,1.2709782948297126,8381.348524804336,5682.525756246622,0.6779965943940127,0.0,0.0,-5609.568113129566,0
58.882290639845316,0.9471522479021941,9777.596822595215,9317.193968899368,0.952912473069876,1.0,0.0,707.6562551680809,0
33.9402685719711,1.9982973645781281,8048.583463255013,7082.437751627119,0.8799607761988512,0.0,0.0,28563.622802579725,0
12.270472251014219,1.4231022582516646,3041.6789802024114,6021.480092715496,1.9796566738002017,0.0,0.0,12921.530896728087,1
80.84633029983937,1.4099788984164898,7647.819540491934,11151.594628221297,1.458140397949817,0.0,0.0,-28963.049759185684,0
29.805452706185196,1.1887764301640744,13746.796760878487,16418.614058357067,1.1943592637582456,1.0,0.0,-36076.00388406835,1
66.34293892881783,1.2152212018542894,5776.417731233527,19283.513235153943,3.3383169521979914,0.0,0.0,33774.98806239877,1
87.59480416906695,1.0562738668720766,6942.337498064554,16297.354269114583,2.3475312563899555,0.0,0.0,32388.628178058978,1
38.22890167541485,1.285019358167664,4660.287931083138,6517.694744140573,1.398560526844044,0.0,0.0,28313.14555985495,1
102.4684009999788,1.3247964574468833,13383.346960775094,16597.072693489965,1.2401287018960128,0.0,1.0,-8127.993865128106,0
67.64884619279448,1.8883127982630894,7959.225542465843,34159.16464742835,4.291769904643953,0.0,0.0,-57493.62760224361,0
83.76658765313283,1.38046647388336,6977.851391258445,14115.891040797133,2.0229566738094937,0.0,0.0,-41689.22286502232,0
47.311483925687085,1.4749894000291113,16965.66750364235,9789.227927520911,0.5770022267275524,0.0,0.0,-12212.34007232969,0
37.43850347454122,1.670390741195726,9550.755638834073,9721.97316862342,1.0179271186766798,0.0,0.0,20831.685827833902,0
58.39771422718141,1.6890257466865113,5704.288007747694,10975.301532367343,1.9240440730658126,1.0,0.0,-1802.70382830394,0
5.0,1.4536420969726016,9232.892291380029,13400.778402430464,1.4514171702123762,1.0,0.0,2135.321665621327,1
5.462024028235504,1.2027741370321245,6827.014502736679,8255.489388347005,1.2092385895822702,0.0,0.0,3967.8572083497716,1
69.14177998850884,2.010165065423686,8842.181546070628,15592.264960946995,1.7633957049746434,0.0,0.0,6138.852105845819,0
5.0,1.3407201435927742,8350.820737832177,58568.0887988011,7.013453005100074,0.0,0.0,3190.9758804719368,1
65.55415698167644,1.337850880603165,4517.260392389597,26521.040782154643,5.871045385569463,0.0,0.0,26798.325817169352,0
82.68611814650664,1.0317143908218416,16340.421365896133,5761.132577069406,0.35256940124526936,0.0,0.0,22671.427345006756,0
131.66594690334927,1.0033122862042592,6104.925205989664,14182.879101190685,2.3231863819192378,0.0,0.0,-4586.8913529049805,0
5.0,1.3739970411821096,4764.024833185331,17750.260278634756,3.725895833915405,0.0,0.0,-14985.605855845079,1
109.24770417561388,1.0758613476823171,6897.878930128283,21766.12911990369,3.155481466169905,0.0,0.0,-22771.60791084888,1
62.96109771114453,1.8074999639988498,3627.3527190936543,14924.811600803409,4.114518977501748,0.0,0.0,14497.069856210588,0
82.36380051220587,0.9170672511926714,4187.133682319973,18272.727731871528,4.364018232574587,0.0,0.0,15424.616830829651,1
63.76724976210568,1.4712568733239415,5767.463371663024,15357.392271485569,2.662763728494617,1.0,0.0,15326.811832467032,0
29.997700369077126,2.003021078900665,10269.323820127816,6536.897226523262,0.6365460220186047,0.0,0.0,24413.840215845743,0
20.886141542043752,1.6254796113098582,14462.26018483891,8164.825300135673,0.5645608083233788,0.0,0.0,32084.403231108045,0
69.44733244277744,1.6377210559980715,20918.65223367521,11530.686252990241,0.5512155431518644,0.0,0.0,-10843.40410893724,0
23.866994963106684,1.0644664002620967,7796.647754961086,16394.335943994924,2.1027416473397866,1.0,0.0,14917.269983250477,1
83.95141371626083,1.3545506621572676,16760.279300060924,11398.14497963272,0.6800689162495811,0.0,0.0,76004.22916474046,0
76.89835717177522,1.0499948552543013,4743.610108047461,17845.085892147046,3.761920875805778,0.0,0.0,2413.4303668537277,1
79.99001729322322,1.5156331686007407,7813.322305983143,8037.905105136335,1.028743572882078,0.0,0.0,-29871.180617146616,0
39.37197667765426,1.6497395780132154,9018.622381468145,6326.843494896912,0.7015310351498454,0.0,0.0,12329.52314627955,0
68.48610829050929,1.0406498973296037,8750.46878174172,13834.561974876575,1.5810080945312397,0.0,0.0,-20574.257445765576,0
67.52255761218991,1.546274584228882,13926.177503112978,25141.652986128884,1.8053520415425455,0.0,0.0,-26441.734198927275,0
22.176123602970705,1.530262343523031,10476.53187822495,18197.30184470201,1.7369585714261386,1.0,1.0,104318.28726636803,1
74.98116787426085,1.7474479740632096,13055.971336141129,19748.538168073384,1.5126058153487287,0.0,1.0,118.26888399135987,0
81.56392271726436,1.07951117491185,7198.231836852839,9984.427131578623,1.3870666238424387,1.0,0.0,10046.853484658064,0
136.0130498335728,0.6964571825928884,11420.098349203758,5076.4652288604275,0.44452027238577796,0.0,0.0,-3798.2966447358376,0
93.11327089385782,1.372498006683412,4727.385645534767,8697.733682506592,1.8398612541208694,0.0,0.0,24989.943723366898,0
29.437167889900216,1.4257605063536913,8289.839770957551,9036.6136903749,1.0900830341780043,1.0,0.0,61598.60223313314,0
77.18716578113039,0.6412000946698376,8894.84484840124,8981.553313714223,1.0097481706303812,1.0,0.0,29310.8333699056,0
27.261774154855477,1.3098422454865855,10430.54332844841,22459.14402549994,2.1532094080127693,0.0,0.0,-22007.410176394405,1
43.29245674556681,1.1837691410936655,5844.962064944877,38533.08662893993,6.592529806145684,0.0,0.0,18124.54277402389,1
10.869061598273419,1.6712516814691716,23413.735083015985,24821.839169877418,1.0601400879385046,0.0,0.0,-29984.249148850336,0
38.051807449681206,1.793418902215318,5688.291777467845,17435.98855378333,3.065241593768067,0.0,0.0,27365.85133573342,1
22.557433494767096,1.32916612537837,3000.0,7225.468933748032,2.4084896445826773,0.0,0.0,1685.7962151709926,1
11.32758863123027,1.9213439563760724,3963.684539871728,10259.64284799373,2.588410541956437,0.0,0.0,11268.514432152284,1
105.44456511731404,0.8474482470871963,14495.330993070429,13442.005700509308,0.9273334777201936,1.0,0.0,-16537.716276198775,0
71.17362159921447,1.4196708934507145,6002.261305280563,13931.130942093534,2.3209804161370733,0.0,0.0,-1632.8399215440058,0
58.97310708379368,1.5817457360823663,17908.100082930945,6356.992713404054,0.35497862330260277,0.0,0.0,61325.83436640666,0
5.0,1.296875216737546,10874.312148483223,15813.11788821566,1.4541717832167724,1.0,0.0,-7567.487995514844,1
47.715721237495366,1.1774496728694086,6034.918455608363,22242.52460230256,3.685637969413185,1.0,0.0,16925.38714912618,1
30.748164165877103,1.6648599564016378,9448.863610864848,21757.57542554417,2.3026658359769376,0.0,0.0,23740.72104809031,1
25.98517461772747,1.1539366359310608,11773.97424997725,19268.408322340532,1.6365254342540936,0.0,0.0,7477.460150896297,1
